Record_ID,Annual_Rainfall,Rainfall_Category,Fertilizer,Fertilizer_per_Area,Pesticide,Pesticide_per_Area,Year_Group
9717,1317,Medium,200632.41,127.71,345.62,0.22,2006-2010
9718,1317,Medium,2724692.85,127.71,4693.7,0.22,2006-2010
9719,1317,Medium,25646722.2,127.71,44180.4,0.22,2006-2010
9720,1317,Medium,8233974.54,127.71,14184.28,0.22,2006-2010
9721,1317,Medium,1020530.61,127.71,1758.02,0.22,2006-2010
9722,1317,Medium,829221.03,127.71,1428.46,0.22,2006-2010
9723,1317,Medium,342645.93,127.71,590.26,0.22,2006-2010
9724,1317,Medium,2043.36,127.71,3.52,0.22,2006-2010
9725,1317,Medium,112257.09,127.71,193.38,0.22,2006-2010
9726,1317,Medium,13921539.39,127.71,23981.98,0.22,2006-2010
9727,1317,Medium,695253.24,127.71,1197.68,0.22,2006-2010
9728,1317,Medium,11904232.23,127.71,20506.86,0.22,2006-2010
9729,462,Low,49168.35,127.71,84.7,0.22,2006-2010
9730,462,Low,203314.32,127.71,350.24,0.22,2006-2010
9731,462,Low,9578.25,127.71,16.5,0.22,2006-2010
9732,462,Low,5746.95,127.71,9.9,0.22,2006-2010
9733,462,Low,1128956.4,127.71,1944.8,0.22,2006-2010
9734,462,Low,8556.57,127.71,14.74,0.22,2006-2010
9735,462,Low,22987.8,127.71,39.6,0.22,2006-2010
9736,462,Low,7024.05,127.71,12.1,0.22,2006-2010
9737,462,Low,942627.51,127.71,1623.82,0.22,2006-2010
9738,462,Low,510.84,127.71,0.88,0.22,2006-2010
9739,462,Low,2283965.64,127.71,3934.48,0.22,2006-2010
9740,1056,Medium,32795928.0,127.71,56496.0,0.22,2006-2010
9741,1056,Medium,94799133.0,127.71,163306.0,0.22,2006-2010
9742,1056,Medium,23422014.0,127.71,40348.0,0.22,2006-2010
9743,1056,Medium,3397086.0,127.71,5852.0,0.22,2006-2010
9744,1056,Medium,41773941.0,127.71,71962.0,0.22,2006-2010
9745,1056,Medium,302940891.0,127.71,521862.0,0.22,2006-2010
9746,1056,Medium,881199.0,127.71,1518.0,0.22,2006-2010
9747,1056,Medium,4086720.0,127.71,7040.0,0.22,2006-2010
9748,1056,Medium,25158870.0,127.71,43340.0,0.22,2006-2010
9749,1056,Medium,223799004.0,127.71,385528.0,0.22,2006-2010
9750,1056,Medium,12783771.0,127.71,22022.0,0.22,2006-2010
9751,1056,Medium,26142237.0,127.71,45034.0,0.22,2006-2010
9752,1056,Medium,12209076.0,127.71,21032.0,0.22,2006-2010
9753,1056,Medium,6500439.0,127.71,11198.0,0.22,2006-2010
9754,1056,Medium,57175767.0,127.71,98494.0,0.22,2006-2010
9755,1056,Medium,24673572.0,127.71,42504.0,0.22,2006-2010
9756,1056,Medium,5632011.0,127.71,9702.0,0.22,2006-2010
9757,1056,Medium,5529843.0,127.71,9526.0,0.22,2006-2010
9758,1056,Medium,1468665.0,127.71,2530.0,0.22,2006-2010
9759,1056,Medium,1468665.0,127.71,2530.0,0.22,2006-2010
9760,1056,Medium,5861889.0,127.71,10098.0,0.22,2006-2010
9761,1056,Medium,4699728.0,127.71,8096.0,0.22,2006-2010
9762,1056,Medium,6602607.0,127.71,11374.0,0.22,2006-2010
9763,1056,Medium,2605284.0,127.71,4488.0,0.22,2006-2010
9764,1056,Medium,44417538.0,127.71,76516.0,0.22,2006-2010
9765,1056,Medium,83726676.0,127.71,144232.0,0.22,2006-2010
9766,1056,Medium,4303827.0,127.71,7414.0,0.22,2006-2010
9767,1056,Medium,41991048.0,127.71,72336.0,0.22,2006-2010
9768,1056,Medium,27598131.0,127.71,47542.0,0.22,2006-2010
9769,1056,Medium,7279470.0,127.71,12540.0,0.22,2006-2010
9770,1056,Medium,11430045.0,127.71,19690.0,0.22,2006-2010
9771,1056,Medium,136943433.0,127.71,235906.0,0.22,2006-2010
9772,329,Low,3500786.52,127.71,6030.64,0.22,2006-2010
9773,329,Low,79050574.35,127.71,136176.7,0.22,2006-2010
9774,329,Low,4808281.5,127.71,8283.0,0.22,2006-2010
9775,329,Low,707896.53,127.71,1219.46,0.22,2006-2010
9776,329,Low,67391673.03,127.71,116092.46,0.22,2006-2010
9777,329,Low,187350.57,127.71,322.74,0.22,2006-2010
9778,329,Low,52999.65,127.71,91.3,0.22,2006-2010
9779,329,Low,13748747.76,127.71,23684.32,0.22,2006-2010
9780,329,Low,211232.34,127.71,363.88,0.22,2006-2010
9781,329,Low,262699.47,127.70999999999998,452.54,0.22,2006-2010
9782,329,Low,11386368.18,127.71,19614.76,0.2199999999999999,2006-2010
9783,329,Low,1712846.52,127.71,2950.64,0.22,2006-2010
9784,329,Low,569714.31,127.71,981.42,0.22,2006-2010
9785,329,Low,2730439.8,127.71,4703.6,0.22,2006-2010
9786,329,Low,244820.07,127.71,421.74,0.22,2006-2010
9787,329,Low,324766.53,127.71,559.46,0.22,2006-2010
9788,329,Low,123750.99,127.71,213.18,0.22,2006-2010
9789,329,Low,1638008.46,127.71,2821.72,0.2199999999999999,2006-2010
9790,329,Low,76401868.95,127.71,131613.9,0.22,2006-2010
9791,329,Low,133078417.6,127.71000003838638,229247.92,0.22,2006-2010
9792,329,Low,79180.2,127.71,136.4,0.22,2006-2010
9793,329,Low,485298.0,127.71,836.0,0.22,2006-2010
9794,329,Low,17951300.73,127.71,30923.86,0.22,2006-2010
9795,329,Low,893970.0,127.71,1540.0,0.22,2006-2010
9796,329,Low,2426.49,127.71,4.18,0.2199999999999999,2006-2010
9797,329,Low,413780.4,127.71,712.8,0.2199999999999999,2006-2010
9798,329,Low,303575226.6,127.7100000126206,522954.74,0.22,2006-2010
9799,1207,Medium,19156.5,127.71,33.0,0.22,2006-2010
9800,1207,Medium,45975.6,127.71,79.2,0.22,2006-2010
9801,1207,Medium,3077555.58,127.71,5301.56,0.22,2006-2010
9802,1207,Medium,18390.24,127.71,31.68,0.22,2006-2010
9803,1207,Medium,7024.05,127.71,12.1,0.22,2006-2010
9804,1207,Medium,79563.33,127.71,137.06,0.22,2006-2010
9805,1207,Medium,374445.72,127.71,645.04,0.22,2006-2010
9806,1207,Medium,305993.16,127.71,527.12,0.22,2006-2010
9807,1207,Medium,169598.88,127.71,292.16,0.22,2006-2010
9808,1207,Medium,13409.55,127.71,23.1,0.22,2006-2010
9809,1207,Medium,325788.21,127.71,561.22,0.22,2006-2010
9810,1207,Medium,187989.12,127.71,323.84,0.2199999999999999,2006-2010
9811,1207,Medium,38190015.27,127.71,65788.14,0.22,2006-2010
9812,1207,Medium,92845.17,127.71,159.94,0.22,2006-2010
9813,1207,Medium,57724.92,127.71,99.44,0.22,2006-2010
9814,1207,Medium,1532.52,127.71,2.64,0.22,2006-2010
9815,1207,Medium,114045.03,127.71,196.46,0.22,2006-2010
9816,1207,Medium,92845.17,127.71,159.94,0.22,2006-2010
9817,1207,Medium,793973.07,127.71,1367.74,0.22,2006-2010
9818,1207,Medium,1043390.7,127.71,1797.4,0.22,2006-2010
9819,1207,Medium,1620256.77,127.71,2791.14,0.22,2006-2010
9820,1207,Medium,376744.5,127.71,649.0,0.22,2006-2010
9821,1207,Medium,1134958.77,127.71,1955.14,0.22,2006-2010
9822,1207,Medium,10115398.26,127.71,17425.32,0.22,2006-2010
9823,1207,Medium,9705.96,127.71,16.72,0.2199999999999999,2006-2010
9824,1207,Medium,485553.42,127.71,836.44,0.22,2006-2010
9825,1207,Medium,955143.09,127.71,1645.38,0.22,2006-2010
9826,1207,Medium,81478.98,127.71,140.36,0.22,2006-2010
9827,1207,Medium,385556.49,127.71,664.18,0.2199999999999999,2006-2010
9828,1207,Medium,23881.77,127.71,41.14,0.22,2006-2010
9829,1207,Medium,1463428.89,127.71,2520.98,0.22,2006-2010
9830,1207,Medium,46262308.95,127.71,79693.9,0.2199999999999999,2006-2010
9831,1072,Medium,38952699.39,127.71,67101.98,0.2199999999999999,2006-2010
9832,1072,Medium,23385616.65,127.71,40285.3,0.22,2006-2010
9833,1072,Medium,1894705.56,127.71,3263.92,0.22,2006-2010
9834,1072,Medium,192586.68,127.71,331.76,0.22,2006-2010
9835,1072,Medium,14887282.41,127.71,25645.62,0.22,2006-2010
9836,1072,Medium,80423967.69,127.71,138542.58,0.2199999999999999,2006-2010
9837,1072,Medium,6051027.51,127.71,10423.82,0.22,2006-2010
9838,1072,Medium,5325123.87,127.71,9173.34,0.22,2006-2010
9839,1072,Medium,766898.55,127.71,1321.1,0.2199999999999999,2006-2010
9840,1072,Medium,330083480.4,127.70999998839292,568619.26,0.22,2006-2010
9841,1072,Medium,25188371.01,127.71,43390.82,0.22,2006-2010
9842,1072,Medium,3247793.01,127.71,5594.82,0.22,2006-2010
9843,1072,Medium,26946.81,127.71,46.42,0.22,2006-2010
9844,1072,Medium,67741598.43,127.71,116695.26,0.22,2006-2010
9845,1072,Medium,409438.26,127.71,705.32,0.22,2006-2010
9846,1072,Medium,588487.68,127.71,1013.76,0.22,2006-2010
9847,1072,Medium,5966994.33,127.71,10279.06,0.22,2006-2010
9848,1072,Medium,16096312.98,127.71,27728.36,0.22,2006-2010
9849,1072,Medium,112310728.2,127.71,193472.4,0.22,2006-2010
9850,1072,Medium,68793545.7,127.71,118507.4,0.22,2006-2010
9851,1072,Medium,66792.33,127.71,115.06,0.22,2006-2010
9852,1072,Medium,9190394.73,127.71,15831.86,0.22,2006-2010
9853,1072,Medium,388110.69,127.71,668.58,0.22,2006-2010
9854,1072,Medium,13655902.59,127.71,23524.38,0.22,2006-2010
9855,1072,Medium,4830630.75,127.71,8321.5,0.22,2006-2010
9856,1072,Medium,261933.21,127.71,451.22,0.22,2006-2010
9857,1072,Medium,1042624.44,127.71,1796.08,0.22,2006-2010
9858,1072,Medium,24199257.06,127.71,41686.92,0.22,2006-2010
9859,1072,Medium,6199043.4,127.71,10678.8,0.2199999999999999,2006-2010
9860,1072,Medium,96016975.56,127.71,165403.92,0.22,2006-2010
9861,1072,Medium,213788200.2,127.70999998207898,368282.86,0.22,2006-2010
9862,1072,Medium,54532.17,127.71,93.94,0.22,2006-2010
9863,1072,Medium,31510271.43,127.71,54281.26,0.22,2006-2010
9864,1072,Medium,40613695.65,127.71,69963.3,0.22,2006-2010
9865,1072,Medium,127326.87,127.71,219.34,0.22,2006-2010
9866,1072,Medium,599112513.5,127.71000001065826,1032062.9,0.22,2006-2010
9867,1072,Medium,7801165.35,127.71,13438.7,0.22,2006-2010
9868,1072,Medium,108298.08,127.71,186.56,0.22,2006-2010
9869,1072,Medium,519779.7,127.71,895.4,0.22,2006-2010
9870,1072,Medium,26052.84,127.71,44.88,0.22,2006-2010
9871,1072,Medium,85310.28,127.71,146.96,0.22,2006-2010
9872,1072,Medium,59751677.7,127.71,102931.4,0.22,2006-2010
9873,1072,Medium,846717.3,127.71,1458.6,0.2199999999999999,2006-2010
9874,1072,Medium,544348805.2,127.7099999953078,937724.04,0.22,2006-2010
9875,1439,Medium,143367246.0,127.71,246972.0,0.22,2006-2010
9876,1439,Medium,185460462.0,127.71,319484.0,0.22,2006-2010
9877,1439,Medium,1519749.0,127.71,2618.0,0.22,2006-2010
9878,1439,Medium,396782199.0,127.71,683518.0,0.22,2006-2010
9879,1439,Medium,167057451.0,127.71,287782.0,0.22,2006-2010
9880,1439,Medium,43625736.0,127.71,75152.0,0.22,2006-2010
9881,1439,Medium,13805451.0,127.71,23782.0,0.22,2006-2010
9882,1439,Medium,179968932.0,127.71,310024.0,0.22,2006-2010
9883,1439,Medium,409808619.0,127.71,705958.0,0.22,2006-2010
9884,1439,Medium,8658738.0,127.71,14916.0,0.22,2006-2010
9885,1439,Medium,60662250.0,127.71,104500.0,0.22,2006-2010
9886,1439,Medium,10983060.0,127.71,18920.0,0.22,2006-2010
9887,1439,Medium,2452032.0,127.71,4224.0,0.22,2006-2010
9888,1439,Medium,73190601.0,127.71,126082.0,0.22,2006-2010
9889,1439,Medium,6896340.0,127.71,11880.0,0.22,2006-2010
9890,1439,Medium,18683973.0,127.71,32186.0,0.22,2006-2010
9891,1439,Medium,24022251.0,127.71,41382.0,0.22,2006-2010
9892,1439,Medium,17368560.0,127.71,29920.0,0.22,2006-2010
9893,1439,Medium,1775169.0,127.71,3058.0,0.22,2006-2010
9894,1439,Medium,190453923.0,127.71,328086.0,0.22,2006-2010
9895,1439,Medium,4852980.0,127.71,8360.0,0.22,2006-2010
9896,1439,Medium,35605548.0,127.71,61336.0,0.22,2006-2010
9897,1439,Medium,12707145.0,127.71,21890.0,0.22,2006-2010
9898,1439,Medium,638550.0,127.71,1100.0,0.22,2006-2010
9899,1439,Medium,8071272.0,127.71,13904.0,0.22,2006-2010
9900,1439,Medium,689634.0,127.71,1188.0,0.22,2006-2010
9901,1439,Medium,321969681.0,127.71,554642.0,0.22,2006-2010
9902,1439,Medium,108400248.0,127.71,186736.0,0.22,2006-2010
9903,1439,Medium,15503994.0,127.71,26708.0,0.22,2006-2010
9904,1439,Medium,28632582.0,127.71,49324.0,0.22,2006-2010
9905,1439,Medium,1839024.0,127.71,3168.0,0.22,2006-2010
9906,1439,Medium,62577900.0,127.71,107800.0,0.22,2006-2010
9907,1439,Medium,157185468.0,127.71,270776.0,0.22,2006-2010
9908,1362,Medium,1085535.0,127.71,1870.0,0.22,2006-2010
9909,1362,Medium,114939.0,127.71,198.0,0.22,2006-2010
9910,1362,Medium,25542.0,127.71,44.0,0.22,2006-2010
9911,1362,Medium,332046.0,127.71,572.0,0.22,2006-2010
9912,1362,Medium,45975.6,127.71,79.2,0.22,2006-2010
9913,1362,Medium,121324.5,127.71,209.0,0.22,2006-2010
9914,1362,Medium,127710.0,127.71,220.0,0.22,2006-2010
9915,1362,Medium,319275.0,127.71,550.0,0.22,2006-2010
9916,1362,Medium,1123848.0,127.71,1936.0,0.22,2006-2010
9917,1362,Medium,8071272.0,127.71,13904.0,0.22,2006-2010
9918,1362,Medium,191565.0,127.71,330.0,0.22,2006-2010
9919,1362,Medium,378021.6,127.71,651.2,0.22,2006-2010
9920,1362,Medium,127710.0,127.71,220.0,0.22,2006-2010
9921,1362,Medium,103445.1,127.71,178.2,0.2199999999999999,2006-2010
9922,1362,Medium,858211.2,127.71,1478.4,0.22,2006-2010
9923,1362,Medium,217107.0,127.71,374.0,0.22,2006-2010
9924,1362,Medium,932283.0,127.71,1606.0,0.22,2006-2010
9925,1362,Medium,446985.0,127.71,770.0,0.22,2006-2010
9926,1362,Medium,3512025.0,127.71,6050.0,0.22,2006-2010
9927,1362,Medium,20903572.8,127.71,36009.6,0.22,2006-2010
9928,1362,Medium,127710.0,127.71,220.0,0.22,2006-2010
9929,1362,Medium,680694.3,127.71,1172.6,0.2199999999999999,2006-2010
9930,1362,Medium,3192750.0,127.71,5500.0,0.22,2006-2010
9931,1362,Medium,3254050.8,127.71,5605.6,0.22,2006-2010
9932,1362,Medium,37035.9,127.71,63.8,0.22,2006-2010
9933,1362,Medium,574695.0,127.71,990.0,0.22,2006-2010
9934,1362,Medium,48529.8,127.71,83.6,0.2199999999999999,2006-2010
9935,1362,Medium,122601.6,127.71,211.2,0.22,2006-2010
9936,1362,Medium,84288.6,127.71,145.2,0.2199999999999999,2006-2010
9937,1362,Medium,191565.0,127.71,330.0,0.22,2006-2010
9938,569,Low,919512.0,127.71,1584.0,0.22,2006-2010
9939,569,Low,766260.0,127.71,1320.0,0.22,2006-2010
9940,569,Low,2426490.0,127.71,4180.0,0.22,2006-2010
9941,569,Low,77136840.0,127.71,132880.0,0.22,2006-2010
9942,569,Low,485298.0,127.71,836.0,0.22,2006-2010
9943,569,Low,561924.0,127.71,968.0,0.22,2006-2010
9944,569,Low,2605284.0,127.71,4488.0,0.22,2006-2010
9945,569,Low,12771.0,127.71,22.0,0.22,2006-2010
9946,569,Low,25542.0,127.71,44.0,0.22,2006-2010
9947,569,Low,19667340.0,127.71,33880.0,0.22,2006-2010
9948,569,Low,268191.0,127.71,462.0,0.22,2006-2010
9949,569,Low,1570833.0,127.71,2706.0,0.22,2006-2010
9950,569,Low,12771.0,127.71,22.0,0.22,2006-2010
9951,569,Low,395901.0,127.71,682.0,0.22,2006-2010
9952,569,Low,5236110.0,127.71,9020.0,0.22,2006-2010
9953,569,Low,334727910.0,127.71,576620.0,0.22,2006-2010
9954,569,Low,1213245.0,127.71,2090.0,0.22,2006-2010
9955,569,Low,421443.0,127.71,726.0,0.22,2006-2010
9956,569,Low,442770570.0,127.71,762740.0,0.22,2006-2010
9957,1764,Medium,152358.03,127.71,262.46,0.2199999999999999,2006-2010
9958,1764,Medium,146611.08,127.71,252.56,0.22,2006-2010
9959,1764,Medium,16857.72,127.71,29.04,0.22,2006-2010
9960,1764,Medium,52616.52,127.71,90.64,0.22,2006-2010
9961,1764,Medium,23881.77,127.71,41.14,0.22,2006-2010
9962,1764,Medium,59512.86,127.71,102.52,0.22,2006-2010
9963,1764,Medium,312889.5,127.71,539.0,0.22,2006-2010
9964,1764,Medium,45975.6,127.71,79.2,0.22,2006-2010
9965,1764,Medium,135883.44,127.71,234.08,0.22,2006-2010
9966,1764,Medium,95016.24,127.71,163.68,0.22,2006-2010
9967,1764,Medium,44570.79,127.71,76.78,0.22,2006-2010
9968,1764,Medium,128476.26,127.71,221.32,0.22,2006-2010
9969,1764,Medium,210849.21,127.71,363.22,0.22,2006-2010
9970,1764,Medium,105743.88,127.71,182.16,0.22,2006-2010
9971,1764,Medium,222726.24,127.71,383.68,0.22,2006-2010
9972,1764,Medium,32047419.69,127.71,55206.58,0.22,2006-2010
9973,1764,Medium,265253.67,127.71,456.94,0.22,2006-2010
9974,1764,Medium,110979.99,127.71,191.18,0.22,2006-2010
9975,1764,Medium,164745.9,127.71,283.8,0.22,2006-2010
9976,1764,Medium,66536.91,127.71,114.62,0.22,2006-2010
9977,1764,Medium,123878.7,127.71,213.4,0.22,2006-2010
9978,590,Low,51923310.12,127.71,89445.84,0.22,2006-2010
9979,590,Low,112879931.7,127.71000003394138,194452.94,0.22,2006-2010
9980,590,Low,255675.42,127.71,440.44,0.22,2006-2010
9981,590,Low,24682894.83,127.71,42520.06,0.22,2006-2010
9982,590,Low,704320.65,127.71,1213.3,0.22,2006-2010
9983,590,Low,660771.54,127.71,1138.28,0.22,2006-2010
9984,590,Low,1924717.41,127.71,3315.62,0.22,2006-2010
9985,590,Low,4078035.72,127.71,7025.04,0.22,2006-2010
9986,590,Low,113278.77,127.71,195.14,0.2199999999999999,2006-2010
9987,590,Low,86189435.64,127.71,148474.48,0.22,2006-2010
9988,590,Low,12832683.93,127.71,22106.26,0.2199999999999999,2006-2010
9989,590,Low,318508.74,127.71,548.68,0.2199999999999999,2006-2010
9990,590,Low,29538045.9,127.71,50883.8,0.22,2006-2010
9991,590,Low,4311361.89,127.71,7426.98,0.2199999999999999,2006-2010
9992,590,Low,107538460.9,127.70999997624853,185251.44,0.22,2006-2010
9993,590,Low,538297.65,127.71,927.3,0.22,2006-2010
9994,590,Low,3239491.86,127.71,5580.52,0.22,2006-2010
9995,590,Low,78633728.91,127.71,135458.62,0.22,2006-2010
9996,590,Low,961017.75,127.71,1655.5,0.22,2006-2010
9997,590,Low,1682323.83,127.71,2898.06,0.22,2006-2010
9998,590,Low,53630920.53,127.71,92387.46,0.22,2006-2010
9999,590,Low,77491235.25,127.71,133490.5,0.22,2006-2010
10000,590,Low,59934430.71,127.71,103246.22,0.22,2006-2010
10001,590,Low,76522171.77,127.71,131821.14,0.22,2006-2010
10002,590,Low,753818108.7,127.71000000508252,1298566.94,0.22,2006-2010
10003,590,Low,2321129.25,127.71,3998.5,0.22,2006-2010
10004,590,Low,414802.08,127.71,714.56,0.2199999999999999,2006-2010
10005,590,Low,17924226.21,127.71,30877.22,0.22,2006-2010
10006,590,Low,2188438.56,127.71,3769.92,0.22,2006-2010
10007,590,Low,957058.74,127.71,1648.68,0.22,2006-2010
10008,590,Low,286903069.2,127.71,494234.4,0.22,2006-2010
10009,590,Low,1760226.93,127.71,3032.26,0.22,2006-2010
10010,590,Low,2407716.63,127.71,4147.66,0.22,2006-2010
10011,590,Low,2966320.17,127.71,5109.94,0.2199999999999999,2006-2010
10012,590,Low,62577.9,127.71,107.8,0.22,2006-2010
10013,590,Low,207528.75,127.71,357.5,0.22,2006-2010
10014,590,Low,1174630860.0,127.71000001957024,2023481.24,0.22,2006-2010
10015,1178,Medium,233326.17,127.71,401.94,0.22,2006-2010
10016,1178,Medium,1404.81,127.71,2.42,0.22,2006-2010
10017,1178,Medium,3075256.8,127.71,5297.6,0.22,2006-2010
10018,1178,Medium,304205.22,127.71,524.04,0.2199999999999999,2006-2010
10019,1178,Medium,112001.67,127.71,192.94,0.22,2006-2010
10020,1178,Medium,223364.79,127.71,384.78,0.2199999999999999,2006-2010
10021,1178,Medium,1216182.33,127.71,2095.06,0.22,2006-2010
10022,1178,Medium,5108.4,127.71,8.8,0.22,2006-2010
10023,1178,Medium,3468986.73,127.71,5975.86,0.22,2006-2010
10024,1178,Medium,10344.51,127.71,17.82,0.22,2006-2010
10025,1178,Medium,1618979.67,127.71,2788.94,0.22,2006-2010
10026,1178,Medium,255.42,127.71,0.44,0.22,2006-2010
10027,1178,Medium,3831.3,127.71,6.6,0.22,2006-2010
10028,1178,Medium,1277.1,127.71,2.2,0.22,2006-2010
10029,1178,Medium,270234.36,127.71,465.52,0.22,2006-2010
10030,1178,Medium,6385.5,127.71,11.0,0.22,2006-2010
10031,1178,Medium,589381.65,127.71,1015.3,0.22,2006-2010
10032,1178,Medium,87098.22,127.71,150.04,0.22,2006-2010
10033,1178,Medium,1642733.73,127.71,2829.86,0.22,2006-2010
10034,1178,Medium,638933.13,127.71,1100.66,0.22,2006-2010
10035,1178,Medium,1056672.54,127.71,1820.28,0.22,2006-2010
10036,1178,Medium,906613.29,127.71,1561.78,0.22,2006-2010
10037,1178,Medium,16045484.4,127.71,27640.8,0.22,2006-2010
10038,1178,Medium,1721530.8,127.71,2965.6,0.22,2006-2010
10039,1178,Medium,34949374.02,127.71,60205.64,0.22,2006-2010
10040,1178,Medium,1267266.33,127.71,2183.06,0.22,2006-2010
10041,1178,Medium,229750.29,127.71,395.78,0.2199999999999999,2006-2010
10042,1178,Medium,9073795.5,127.71,15631.0,0.22,2006-2010
10043,1178,Medium,1191151.17,127.71,2051.94,0.22,2006-2010
10044,1178,Medium,15180759.99,127.71,26151.18,0.22,2006-2010
10045,1178,Medium,6002.37,127.71,10.34,0.22,2006-2010
10046,1178,Medium,1660.23,127.71,2.86,0.22,2006-2010
10047,1178,Medium,26435.97,127.71,45.54,0.22,2006-2010
10048,1178,Medium,1397275.11,127.71,2407.02,0.22,2006-2010
10049,1178,Medium,42782.85,127.71,73.7,0.22,2006-2010
10050,1178,Medium,48257777.7,127.71,83131.4,0.2199999999999999,2006-2010
10051,1178,Medium,106127.01,127.71,182.82,0.22,2006-2010
10052,1178,Medium,132179.85,127.71,227.7,0.22,2006-2010
10053,1465,Medium,2031844.389,127.70999998114374,3500.1626,0.22,2006-2010
10054,1465,Medium,1816619.835,127.71000002109028,3129.4054,0.22,2006-2010
10055,1465,Medium,9669279.134,127.71000000264156,16656.8116,0.22,2006-2010
10056,1465,Medium,535170.0321,127.70999999999998,921.9122,0.2199999999999999,2006-2010
10057,1465,Medium,372238.8912,127.71,641.2384,0.22,2006-2010
10058,1465,Medium,1703871.061,127.70999998500945,2935.1784,0.22,2006-2010
10059,1465,Medium,2642736.235,127.71000001932995,4552.5172,0.22,2006-2010
10060,1465,Medium,4192705.252,127.710000003046,7222.5758,0.22,2006-2010
10061,1465,Medium,2260658.565,127.71,3894.33,0.22,2006-2010
10062,1465,Medium,23452032.24,127.71000002450512,40399.711,0.22,2006-2010
10063,1465,Medium,127145952.2,127.71000001737676,219028.3414,0.22,2006-2010
10064,1465,Medium,75079.4319,127.71,129.3358,0.22,2006-2010
10065,1465,Medium,15889427.89,127.71000001285988,27371.9688,0.22,2006-2010
10066,1004,Medium,61764200.0,133.4,74080.0,0.16,2006-2010
10067,1004,Medium,8004000.0,133.4,9600.0,0.16,2006-2010
10068,1004,Medium,1867600.0,133.4,2240.0,0.16,2006-2010
10069,1004,Medium,26546600.0,133.4,31840.0,0.16,2006-2010
10070,1004,Medium,151275600.0,133.4,181440.0,0.16,2006-2010
10071,1004,Medium,23211600.0,133.4,27840.0,0.16,2006-2010
10072,1004,Medium,6536600.0,133.4,7840.0,0.16,2006-2010
10073,1004,Medium,84042000.0,133.4,100800.0,0.16,2006-2010
10074,1004,Medium,200100000.0,133.4,240000.0,0.16,2006-2010
10075,1004,Medium,39353000.0,133.4,47200.0,0.16,2006-2010
10076,1004,Medium,933800.0,133.4,1120.0,0.16,2006-2010
10077,1004,Medium,5736200.0,133.4,6880.0,0.16,2006-2010
10078,1004,Medium,19076200.0,133.4,22880.0,0.16,2006-2010
10079,1004,Medium,25079200.0,133.4,30080.0,0.16,2006-2010
10080,1004,Medium,69234600.0,133.4,83040.0,0.16,2006-2010
10081,1004,Medium,35617800.0,133.4,42720.0,0.16,2006-2010
10082,1004,Medium,7603800.0,133.4,9120.0,0.16,2006-2010
10083,1004,Medium,38152400.0,133.4,45760.0,0.16,2006-2010
10084,1004,Medium,20276800.0,133.4,24320.0,0.16,2006-2010
10085,1004,Medium,3068200.0,133.4,3680.0,0.16,2006-2010
10086,1004,Medium,1867600.0,133.4,2240.0,0.16,2006-2010
10087,1004,Medium,400200.0,133.4,480.0,0.16,2006-2010
10088,1004,Medium,800400.0,133.4,960.0,0.16,2006-2010
10089,1004,Medium,6403200.0,133.4,7680.0,0.16,2006-2010
10090,1004,Medium,933800.0,133.4,1120.0,0.16,2006-2010
10091,1004,Medium,343905200.0,133.4,412480.0,0.16,2006-2010
10092,1004,Medium,187560400.0,133.4,224960.0,0.16,2006-2010
10093,1004,Medium,10938800.0,133.4,13120.0,0.16,2006-2010
10094,1004,Medium,4135400.0,133.4,4960.0,0.16,2006-2010
10095,1004,Medium,4669000.0,133.4,5600.0,0.16,2006-2010
10096,1004,Medium,32949800.0,133.4,39520.0,0.16,2006-2010
10097,1004,Medium,15474400.0,133.4,18560.0,0.16,2006-2010
10098,1004,Medium,41354000.0,133.4,49600.0,0.16,2006-2010
10099,1004,Medium,16008000.0,133.4,19200.0,0.16,2006-2010
10100,1004,Medium,12806400.0,133.4,15360.0,0.16,2006-2010
10101,1004,Medium,54293800.0,133.4,65120.0,0.16,2006-2010
10102,1004,Medium,1067200.0,133.4,1280.0,0.16,2006-2010
10103,1600,Medium,4116724.0,133.4,4937.6,0.16,2006-2010
10104,1600,Medium,466499.8,133.4,559.52,0.16,2006-2010
10105,1600,Medium,2384124.8,133.39999999999998,2859.52,0.16,2006-2010
10106,1600,Medium,2054626.8,133.4,2464.32,0.16,2006-2010
10107,1600,Medium,27080.2,133.4,32.48,0.1599999999999999,2006-2010
10108,1600,Medium,289077.8,133.4,346.72,0.16,2006-2010
10109,1600,Medium,357512.0,133.4,428.8,0.16,2006-2010
10110,1600,Medium,333766.8,133.4,400.32,0.16,2006-2010
10111,1600,Medium,93246.6,133.4,111.84,0.16,2006-2010
10112,1600,Medium,8551607.0,133.4,10256.8,0.1599999999999999,2006-2010
10113,1600,Medium,161013.8,133.39999999999998,193.12,0.16,2006-2010
10114,1600,Medium,457028.4,133.4,548.16,0.16,2006-2010
10115,1600,Medium,17559041.8,133.4,21060.32,0.16,2006-2010
10116,1600,Medium,13088407.6,133.4,15698.24,0.16,2006-2010
10117,1600,Medium,3669433.8,133.4,4401.12,0.16,2006-2010
10118,1600,Medium,35124086.6,133.4,42127.84,0.1599999999999999,2006-2010
10119,1600,Medium,28617101.4,133.4,34323.36,0.16,2006-2010
10120,1600,Medium,24209565.4,133.4,29036.96,0.16,2006-2010
